ID,PID,Text
353,353_1,"Many people from different backgrounds were present and talked about their many ongoing projects to better the festival.""
"
1113,1113_0,"""They are designing a storage rack in here, the quality manger had some concerns with the first concept, so they had to redone it. for the 2nd prototype review, the quality manger did not show up for some reason."
816,816_2,I explained to him my intentions of getting the entire department involved in the updating of content on the website and he agreed that this would be the most effective way of creating a better webpage for the department.
43,43_1,"Same with communication, they know each student is different and they have to approach things differently every time."
1115,1115_0,This intern did not give me a commanding role as a leader.
1201,1201_0,"We had luncheons that I prepared and shared ideas during
"
710,710_0,"""In my internship, I came across information for a grant application from Johnson&Johnson about nursing technology and innovation."
815,815_1,"She directed all of the interns during various projects in order to improve the efficiency of the probate court.""
"
288,288_1,I showed an intern how we file important documents because the filing is done strategically
434,434_1,"An example is someone suggested putting more feed into the feed bins so we would not have to feed up the turkeys so many times a week.
"
1120,1120_6,"The adversity and leadership came in when it was 1:30 in the morning, and we were still trying to pick up these 200-300 pound, wet and slippery pieces of metal, and load them back into our truck."
1231,1231_0,We would often have different entrepreneurs from the area come to the office.
556,556_0,"""I observed a lot of advising sessions that the coordinators held for students going on different study abroad programs."
627,627_3,"But I think it was hard to do that in my type of setting.
"
903,903_9,"This worked well, and we ended up finishing early because the groups worked well together.""
"
306,306_1,He would set a few workers in groups together and would write down the job to be done.
335,335_1,We would all propose ideas to improve the space and as a group we would decide if it would be a effective solution to our problem.
9,9_0,"""A design lead, I had the most knowledge and experience working with Adobe software."
597,597_0,I support everyone in our office and I try to empower others to strive to do their best.
1051,1051_0,"The assistant manager of the farm was very passionate about teaching me and the others about proper equipment care and use as well as animal care and health.
"
506,506_0,"""I helped align the objectives of a group of students and their Professor, [name], involved in the """"Assessing the EU's Influence"""" Creative Inquiry project by interviewing the students in the presence of [name], who facilitated their responses within the scope of her own expertise."
713,713_4,"Of course, that's just my opinion."
377,377_3,Each individual has their own unique ways of doing things that range from rotational grazing to administering vaccines.
112,112_0,"""At Campus Rec, I worked in the CRC room which was a room full of Campus Rec interns."
145,145_1,"My mentor, the CORE director, displayed a lot of leadership skills."
537,537_0,I led an activity during a student manager meeting that focused on what qualities other student managers would like to see more of in their coworkers.
1199,1199_1,"They knew exactly how to talk to us to help us improve.
"
243,243_0,"""During my time here, my boss led my coworkers and I to the goal of achieving a recognized social media presence for the Conference Center and Inn.""
"
116,116_0,"""At ITC, we recently had a very large power outage in the midst of other projects while much of the management was at a conference in Texas."
304,304_0,"Each intern regularly rotated into a leadership position where we were expected to share our own experience with the work we were doing in a way that could benefit the work of the other interns.
"
1311,1311_1,We often allow the students to discuss the questions in smaller groups and then we discuss their responses in further depth as a whole.
629,629_0,I was asked to lead the project.
1257,1257_2,"We shared our opinions and improved our ideas by sharing our own ideas every time we would meet!
"
847,847_1,She would draw on the strengths of each intern and put them in roles to capitalize on the skills and knowledge they had.
684,684_0,"""I've encouraged and commended one coworker on several occasions, to try and get her to come out of her shell and take on her responsibilities at the magazine.""
"
739,739_3,I have worked to balance the needs of different students and groups.
952,952_2,"After a brief discussion between the three of us, my supervisor realized and decided that I would be better equipped to complete this task as I already had experience filming videos."
229,229_2,"I emailed back and forth with one of the interns of this space, and set up a meeting between our groups to discuss this technology."
781,781_2,"so I had to be able to communicate and demonstrate leadership qualities and be the person others looked up to for advice and experience.
"
3,3_0,"Lead a project in which I had to collaborate with people from different departments and had to report the progress to senior engineers on a bi-weekly basis
"
352,352_2,The important inputs to an ice maker are electricity and water.
229,229_0,"""During my internship, one of the tasks I was assigned was to investigate 3D scanning physical objects and people so that was could interact with them in virtual reality."
559,559_2,"For example, she connected with business acumen team to arrange a call center site visit for everyone in the team."
77,77_2,I was then able to share her ideas along with my own as we reported back to our supervisor with the updates on the project.
1045,1045_0,"Taking up responsibilites for quality issues
"
782,782_1,"This has allowed me use leadership skills to foster collaboration and achieve the results we need to accomplish our task.""
"
247,247_2,"Instead of just reading from the handout, I facilitated a discussion where everyone shared their favorite ways to study and the pros and cons of each.""
"
1211,1211_0,We have had to develop multiple social media contests for Campus Recreation.
999,999_1,They facilitated outside meetings and tasks.
911,911_1,"As I mentioned previously, I worked extremely hard to communicate with others and then to bring their accomplishments and their skills to the table in the best way possible."
435,435_0,I encouraged discussion between interns and directors regarding a trip to see manta rays.
417,417_3,"By connecting different multicultural organizations, all the organizations benefit."
903,903_8,"To compromise, we decided to split up the other volunteer groups but keep the family together."
1050,1050_3,"At our meeting, everyone was really excited about the project and wanted to voice their opinions and ideas as well."
232,232_1,"For some unknown reason, the caps that allow the machine to be opened and closed for chlorine installation blew up in the middle of the night."
136,136_2,"At times my mentor could rely on me over a few technical issues when he could not manage time to work with the team due to his busy schedule, and gradually I became an active decision-maker in the specific project that responded well to my pre-defined methodologies.""
"
820,820_4,"He always had a way of asking the right questions to get the most out of an idea or a topic, and knew how to balance differing opinions in order to reach the best possible conclusion for the group.""
"
468,468_0,"I had to make exeuctive decision.
"
233,233_1,"Everyone has been able to share their opinions on how the office has been running, offer suggestions for how to fix it, and go over the correct procedures."
245,245_2,"I brought up a variety of ideas such as asking about other job fairs, and giving a list of things that I can work on next semester that would really benefit the center such as pop ins and collaboration with clubs and organizations.""
"
33,33_1,"I noticed the way work was distributed was based on where each of our strengths lied, with one being great with technical drawings and knowing the firm's standards, somebody else being strong with materials and attention to detail, and mine being able to make presentable work to appeal to clients."
107,107_0,"""As the UPIC intern and the president of the student org for FIRST, my duties for each would frequently combine."
800,800_0,"""[Mentor] constantly recognizes and capitalizes on the unique strengths of [name], an Engineering who works in the PEER/WISE study hall.""
"
12,12_4,Middle school girls commonly never discuss with friends or family some of the sensitive topics we go over.
1264,1264_1,"As I was the older intern who had worked with the team before at the beginning of the semester, the role of directing the interns on where to go in this project fell to me after the senior employees gave us the project requirements."
934,934_0,"""One of my supervisors worked with me last week, and I observed him speaking and empowering a much younger employee about their competency with import HTS codes, and praising her for her understanding.""
"
686,686_3,"However, we all came together with a shared vision of getting the students more interested in reading, and the goal of having the students continue reading and writing when they're home over summer vacation.""
"
482,482_1,I have learned how to be a leader on a team and take initiative and work hard.
1254,1254_0,"""When I am able to make it to meetings, I always try my best to direct conversation and ask questions that not only pertain to my work, but also my fellow interns.""
"
614,614_5,"For example, we had an interview video to make and the photographer/videographer could not make it last minute."
230,230_3,"It used to be hectic because there would be several lists and hands touching them, which would create confusion and backtracking."
560,560_1,"He managed to identify her strong points and assigned responsibilities accordingly.
"
211,211_2,"I would then lead the team through a discussion so that everyone would better understand the topic.
"
1025,1025_1,I was also asked to plan more events such as meetings for all the interns.
626,626_0,"""I was able to see the HR do such a great job at recognizing the hard work that each staff member does."
982,982_2,He helped us bring our ideas together to form one coherent project with dual aspects.
151,151_0,Building a relationship is so important when you are housed with 9 others.
797,797_1,"I provided valuable inputs to assist them in making changes for making the work of interns more efficient.
"
295,295_0,"""During the UPIC Magazine Project, I helped put together the idea of having specific jobs for each person on the project, like me being the head reporter position.""
"
805,805_2,"Just because I serve as an intern, I can still demonstrate leadership qualities."
950,950_3,"If we weren't doing that, we would be sharing techniques on how to get started, what tools to use, or what thought processes we would use to come up with and complete a design."
14,14_0,A lot of the time I liked to encourage the graphics team to continue to be creative and come up with brand new ideas and original graphics on behalf of the recruits we were targeting.
553,553_0,"""I noticed that during my internship, my mentor [mentor] did a great job of helping capitalize on everyone's unique strengths."
873,873_0,"""My supervisor organized me into a group with another person working on a different project than me, so that we could both get experience and learn from each other.""
"
749,749_0,It is necessary for my fellow teammates to discuss the major observations they have made during the data collection and figure out the top 3 important cases of the week and highlight it during the managers meeting.
458,458_1,"In the beginning, I was able to explain to the key stakeholders in the organization the value that I was going to bring to the organization but also the vision I had for the few months I was there."
1263,1263_1,This was then mentioned to the client who loved the idea and I created what I had in mind.
1148,1148_0,Through my internship I show great leadership skills.
946,946_3,"I particularly noted some of the actions he would take, such as sending out encouraging emails or brining doughnuts on Fridays, and hope to utilize these team building tactics one day.""
"
329,329_2,"The previous meeting we had, we were able to ask for suggestions from the staff."
107,107_3,"Through these meetings, we were able to organize and implement multiple successful fundraisers, the retreat, and multiple social events to bring the students closer together.""
"
206,206_2,"The CTGA, which was hosting the committee, gained the help of volunteers through my efforts, and we had a successful event overall.""
"
941,941_2,"Unfortunately, turnout for this recruitment was low."
1261,1261_0,"""When I put on programs at a local school's summer reading camp, I taught a group of third grade students."
1106,1106_2,I had been working on the project the entire week before and knew a lot about which drawings we needed and which ones that we did not need.
1300,1300_0,"""When working with the best chance network patients, I would often have to work with the patient and their family members that were present."
997,997_1,The need to continue our goal of being a tight knit community of learners despite our ever expanding membership base became an area of evaluation.
41,41_4,"Some of the people who had been slightly rude at the beginning of the call, quickly agreed to attend the event!""
"
1067,1067_1,"In recognizing Clemson's organizational goals of enhancing student learning through REAL engagement and learning, I was able to align those goals with my team's goals of recruiting new talent and supporting the hacker culture at Clemson."
203,203_3,"I asked for help from different sources and used others feed back through out the day to make adjustment to the event.
"
407,407_0,I believe I have an intermediate proficiency in leadership.
481,481_1,"I coordinate all communication between us.
"
889,889_2,A speaker then came to talk to the group about how their individual skill sets can be used to make a difference in the community.
1314,1314_2,"It was then my job to present this final product to all of the stakeholders including both department heads, my advisors, and my team.""
"
83,83_0,"""As I mentioned in the collaboration section, there was another intern with whom I worked closely."
125,125_0,"""At the beginning of the internship with Healthy Campus, I completed CPE or Certified Peer Educator training."
595,595_0,"""I started clocking in for my shirt at least thirty minutes early at the beginning of the semester in order to make sure all of my responsibilities were completed in a timely manner."
1075,1075_2,"[Mentor], my manager, is the executive director of Healthy Rowan"
620,620_0,"I was able to create the job task board several times and lead the crew throughout the day in order to bring the golf course to an acceptable day to day condition successfully.
"
1034,1034_0,"""So when we are working and someone reports a problem, all the interns would go up to the room and collobartive help solve the problem."
22,22_1,I brought together 16 student volunteers to aid with multiple events on-campus.
952,952_0,"""One of the projects during the semester for Spiro was a video advertising the Spiro Living Learning Community for next year."
633,633_1,"I was able to offer my idea which included a little of both of their methods.
"
1063,1063_1,"so I had to take the initiative for everything and motivate myself and lead myself.
"
223,223_2,"Also, it has been so amazing to see him excel in his position, so much that we were able to plan a President's social!""
"
1016,1016_1,"The other volunteers and I came together to complete the shared goal of a finished activity.""
"
323,323_1,"We all had to lead discussions related to which events the University would cover that week and how we would cover them.""
"
350,350_5,"I then divided the jobs among our group so that we could get everything done efficiently based on each person's skills.""
"
114,114_1,I have received a few of these recognitions and have witnessed a coordinator writing them for other members of the work force recognizing them for strengths such as efficiency or respect.
284,284_0,"""During the last month of my internship, a marketing assistant was hired to help in the marketing department since the Director of Marketing left in early February."
7,7_3,"Changing that was difficult and took many tough conversations and arm-twisting (both for SGTs and LTs to watch for this, as well as with the offending SPOs)."
514,514_0,I helped numerous students realize they had the power to go abroad and make this dream a reality to them.
903,903_0,"""On one occasion, I was sent with other interns to lead a large group of volunteers to clean a school."
890,890_1,Specifically we would talk about different ways to implement our resources page.
985,985_4,He alerted all the project engineers to mark every product that's no longer need as 'trash' in the cage.
385,385_0,"""I am accounts receivable analyst, and my lead is [mentor]."
570,570_0,"I participated in PEER Snapshot by co-leading a tour through Clemson's materials science department.
"
534,534_1,"I had to help them believe that they were capable of being great performers even though many of them were first-timers.
"
1148,1148_3,I also have showed leadership through trying to complete my hours with a severe injury.
1055,1055_0,The Call My Name project was a very difficult project to get rolling at the beginning of the semester because they scope of what [mentor] was hoping to accomplish was so wide.
387,387_0,"""I am constantly watching [mentor] and [mentor], observing the way they interact with the mentors and everyone who enters the PEER/WISE office."
1263,1263_0,"""When I was asked if there were any ideas I had for one of the Instagram accounts, I suggested reorganizing their story highlights and adding cover images to each."
1257,1257_0,When I have meetings with my mentor we get to share our own ideas and changes that we have of my projects.
1130,1130_1,so I was able to work with a number of other interns.
1222,1222_0,We really wanted to change up our social media strategy this semester
99,99_0,"""As PhD student, I work on the project with different researchers and published papers as first author in top-level conference."
956,956_3,"My work with [name] is more solitary, I haven't had the chance to lead anyone except myself in this position.""
"
793,793_0,"""[Name] and [another name] created content for the college on a regular basis, telling the stories of staff members and students."
689,689_1,"Seeing her adapt to their qualities was a good learning experience for me.
"
597,597_1,"I have had so many opportunities to learn about the vision of the COB and how to continue the vision.
"
1331,1331_2,"Helping me select some of the better ones or to get rid of a few.
"
683,683_0,"I've been able to partner with others by assisting them in whatever they may need in order to achieve the shared vision of process improvement on campus.
"
1192,1192_2,When we were introduced to the idea of doing some kind of founder's day video I encouraged us all to work together to develop some kind of unique idea.
1064,1064_0,"""The entire structure of the study abroad office relies on specific supervisors assigning and entrusting tasks for their individual interns to complete."
726,726_1,"[Name] always encouraged but also questioned them in order to improve their research.
"
394,394_0,"I am the oldest of the interns and they all look to me to guide them when starting task and ask me to evaluate them upon completion.
"
21,21_4,"and I asked our lieutenants to think of a way of standardizing it, after multiple ideas being tossed around"
1053,1053_6,"This semester I didn't have very many group meetings, most were one-on-one or me acting as a liaison between two different parties.""
"
559,559_4,"Understanding needs is pivotal to device strategies to achieve a common goal.""
"
1197,1197_1,"I saw that my mentor took initiative and assigned tasks to people who specialize in it.
"
746,746_1,"Concrete Testing, the project group that reported to me, was an extremely productive and effective group and were lead by a great project manager."
297,297_1,"It was my responsibility to remind/encourage them to participate and engage with their campers throughout the entire weekend.""
"
157,157_2,These clinicians show tremendous leadership by leading a diverse group of students while they navigate issues that are often difficult to talk about.
278,278_0,"""During the intern meeting, I suggested that we should do a postcard campaign to try to increase student yield."
667,667_1,"For example, I know a lot of the inner workings of how threats spread and can be detected in the network, while my co-intern is good at detecting and taking action for host based infections."
1030,1030_0,"""Since the stated goal of the Watt Center was to provide a collaborative space for people to work on projects."
1009,1009_2,"These meetings are conducted by my UPIC Mentor, [mentor].""
"
335,335_0,"""Every week we would have meetings to discuss updates on the Makerspace operations but also ideas and solutions to making the Makerspace operate more efficiently."
381,381_0,"""I always asked questions that would lead to the best articles written with passion and knowledge, but one particular instance I was not getting as much of a response"
969,969_0,One wellness activity I taught was SMART goals.
1112,1112_4,"These efforts were appreciated and I am currently in discussion with the head of the Immersive Space to help train the next group of interns on their expected daily conduct while on the job.""
"
691,691_0,"""In a meeting with my fellow interns and supervisor, I suggested that instead of holding weekly workshops, we do bi-monthly workshops and have armark cater the events.""
"
454,454_2,"I had to spend a lot of time checking back over their work to make sure that everything was on track, but so far the work has been exceptional!""
"
333,333_1,These were designed to help Bridge students adapt to college and learn how to be academically successful.
655,655_2,I then had to combine my findings and pitch to my bosses why we should purchase a golf cart and which option to go with.
493,493_0,"""I have planned many info sessions and class visits, as well as organized all of the students going abroad from the UNiC side, and Clemson's side.""
"
1067,1067_3,"The hackathon itself required the aligning of multiple groups' interestsCUhackit, the Watt Center, the Clemson Makerspace, the Immersive Space, Student Affairs, Student Government and multiple corporate and Clemson sponsor such as Siemens and Clemson Mobile."
256,256_0,"""During our preparation for the Celebrate Safely campaign, I was the one to originally draft the written content for each of the 3 sub categories with pictures and video."
34,34_1,"We had to keep in mind the larger goals of the university and keep everyone aligned on what we wanted and how to achieve it moving forward.""
"
219,219_2,"In addition, he respects everyone's current skills and knowledge, and encourage all of us to improve.""
"
198,198_2,"Through discussion we were able to made videos that are professional as well as emotional for Clemson's social media page.""
"
1144,1144_4,"in the end, my inputs were used as a feedback and changes were made accordingly.""
"
817,817_1,The responsibility I was given strengthened my self-confidence and improved the quality of my output.
289,289_0,"""During the semester, we all had to work on parts of aspire."
1083,1083_1,"Things like hiring practices, certain purchases, and creating tools for the next generation of interns to use.""
"
338,338_2,Other interns specialized in other tasks that they were much better at than me.
1316,1316_2,"In our village of Cange, there were no cases of cholera following the earthquake which we attribute to a commitment to clean water and sanitation here."
176,176_3,she from that
1134,1134_2,"I had to make them interested in my project in order to talk to me about it.""
"
614,614_3,I also showed leadership by running some meetings and asking others to work on specific projects.
26,26_1,She methodically addressed each person on the research team to confirm that he or she was following through on job duties.
1283,1283_3,Both of us worked together to come up with the questions that would be appropriate for the students.
842,842_0,"""My mentor makes sure to emphasize the strengths of myself and my coworker, [name]."
1266,1266_1,"I went out and spoke with many different people who had worked wtih him and together with their help, I was able to write a well rounded story.""
"
259,259_1,"Most mentors including myself would often try to apply situations the student is already familiar with to whatever topic they had to write about in english and this helped them to realize that they already had most of the knowledge to complete their assignments.
"
1307,1307_1,"We encouraged creativity and to share their different visions and ideas, in order to achieve the goal of a good social media feed.""
"
539,539_0,"I led discussion about introducing a new way to market the institute and we implemented some of my changes.
"
130,130_0,"""At the end of my project, I helped a few other graduate students in completion of their own."
305,305_1,"The three """"sections"""" of the department are each ran by directors that have been trained and educated about service, inclusion, or leadership development.""
"
38,38_0,"""[Name] and I spent a lot of time working together, so it was very important to me that we both had our voices heard when creating something."
587,587_4,"Initially, the role playing was not as professional as I wanted it to be so I was able to discuss what I imagined the role playing situation would be like with the committee member."
368,368_0,[Name] and I would discuss app features.
1050,1050_5,"Every time I would finish passing out the snacks, I would come back to the office with a new story about how much they meant to the students and the group really enjoyed hearing how their part of the projects transcended into this positive end result.""
"
600,600_2,"As such, with EU having more new interns than usual this semester, I made it a point to work with my team to bring about the point that we needed to work together to set a foundation for what the new EU would look like.""
"
1261,1261_1,During this time I was able to ask them a lot of discussions questions to see how much they knew about agriculture.
1311,1311_2,"After hearing the responses from the students we would also share how we would respond to the questions.
"
1176,1176_0,"""Under my first supervisor, [mentor], the division of labor was highly tailored to everyone's strengths and weaknesses."
802,802_2,She takes the ideas of events and makes them into real events for the surrounding high schools.
1049,1049_2,I used this knowledge to help new interns learn some of the day-to-day tasks that are performed.
478,478_4,"I hope to make our department more open to different types of research by keeping this program alive.""
"
225,225_3,"Instead of the managerial staff leading the meeting, the foreman on each shift were asked to lead this particular meeting because they were the """"on the floor"""" experts who used it every day."
538,538_0,"""I led an information session on being global exchange in engineering."
1152,1152_4,"but I am excited to say that I have met with a few of these interviewees for outside volunteer trips.""
"
1240,1240_2,"My supervisor made sure everyone knew our goals and had up to date information.""
"
566,566_0,"I often try to empower those that I communicate with in the football concession stands as they have as much power as me to make a difference in terms of sustainability.
"
1316,1316_3,The representative from USAID were not familiar with the area and so we had to convey why this was such an important success and why it fits with the Ambassador's vision.
138,138_0,"""Before certain shifts, the leaders would sometimes brief us on the shift we were about to do."
749,749_1,"It has provided me a good chance to encourage the teammates to express their points of view.
"
816,816_4,"This created a platform for professors and other members of the department to get in contact with me to voice their opinions and communicate relevant information.""
"
1036,1036_0,"""Some defective parts were sent back to the plant from the customer."
641,641_6,I WOULD I WOULD WANT TO DISCUSS WITH [mentor]
714,714_1,"For example, the Watt Center emphasizes cleanliness throughout its building as a part of its brand, so I ensured that promotional materials within the Immersive Space fell within these guidelines (were either explicitly Watt-sanctioned or adhered to the spirit of the Watt brand)."
369,369_0,"Have helped other interns in preparing for interviews and have encouraged/praised interns in their products and pushing it to the next stage.
"
1154,1154_1,I found it necessary for each of us to be able to provide help or advice in the instances that another needed it.
958,958_3,"After two meetings becoming sidetracked in this manner, I realized in the interest of progressing forward, it was imperative that I gained control of the conversation to guide it in the manner needed to start making conclusions."
339,339_4,"All this gave me confidence that I can successfully accomplish the task.""
"
1209,1209_2,"Therefore we can all relate to each others projects and give feedback to each other, however we were all leaders for our specific fields.""
"
794,794_1,At the beginning of the semester he did a good job of introducing us and helping us get to know each other better.
52,52_2,"As I saw this coworker compromising quality, I took it upon myself to make suggestions to redo the print."
200,200_0,"""During multiple times during the semester, I've seen [mentor] organize events for the PEER/WISE program in which minority students of all ages visited Clemson."
994,994_4,I got many of my coworkers together to discuss the problem we were having and then approached our leaders.
1060,1060_0,"""The director of my department does a great job of meeting with other department heads to get a clear understanding of what they want/expect when requesting a project from marketing, then presents us with a broad idea of how she thinks we should go about it, but then opens up the floor for anyone to chime in with any differing ideas they may have on their area of expertise""
"
1029,1029_0,"""Since my work my not a typical group project, I did not have the chance to lead the team."
1244,1244_1,The EUREKA!
924,924_2,I had a vision of what I wanted the photo to look like
174,174_0,"[Mentor] is an excellent leader and treats everyone with utmost respect
"
29,29_1,"We debated the best use of our time, the best design for a product, and possible solutions to problems we encountered.""
"
858,858_7,"While all of this was going on, our supervisor was working on finding a short term solution to ease the tension while other full-time staff work on finding a more long-term solution."
354,354_1,"I led the group in coming up with ideas for items, but also information related flyers to hand out."
255,255_1,I always tried to encourage discussion with the audience during the presentations as well
785,785_2,"I was also able to see and understand why research itself can be tricky and controversial in some instances, for example, one professor I interviewed discussed how her research method was not supported by other researchers because they didn't think it was an appropriate way to go about gathering information specific to her project."
1282,1282_5,"After much discussion and debate, everyone was able to agree on CEDC's role in the community and how it should change."
151,151_3,"After all talking about it and bouncing back ideas we finally were able to figure out an easier solution for her and were able to all go out there and help her on that day's project.
"
822,822_5,"In the end, honesty won out.""
"
1168,1168_0,"""Toward the end of this semester we delivered a mobile aquaponics system to Erskin College in Due West, SC."
382,382_0,"I always try to take the lead on projects and I enjoy public speaking and leading the Aspire class in discussion.
"
327,327_0,Every other week my department held a meeting with all the interns and our mentor to discuss what we've each individually been working on and what our goals are for the upcoming weeks.
60,60_0,"""As a mentor, I am responsible for helping the freshman adjust to college life, set goals, and stay organized and responsible for their own education."
771,771_0,"""Leadership is a big part of my role as intern."
1112,1112_0,"""these events have yet to take place, however, they are guaranteed."
879,879_1,"He would introduce us and describe what the end goal was.
"
1124,1124_3,"In doing this, a task that usually takes the entire morning (8am to 12pm) ended up only taking 2.5 hours (8am to 1030am).""
"
913,913_0,"""Once again, when I was working on the website, I was one of two student interns that were at Clemson Online."
952,952_4,"This resulted in a better overall video and a more enjoyable experience for the interns involved.""
"
380,380_0,"I aligned the faculty of the SMCC to achieve the goal of future profitability by providing them with tools and resources to jumpstart their off campus consulting branch.
"
967,967_2,"Throughout these projects, I encouraged the other members to discuss any problems that they had with my decisions and told them that I was willing to change any decisions if the group felt it was best."
102,102_1,"I was able to do this by identifying individual skills and personalities in team members and encouraging them to apply them to their work for the betterment of the Pearce Center.""
"
627,627_0,I was able to take charge of certain tasks that were given to me.
896,896_0,"""Often times during the internship it was very important for me to rely messages and orders from my mentor and other superiors to the volunteers and students that were working under me."
1317,1317_4,The video ended up turning out so great
889,889_1,"My mentor, [mentor], organized this event for all of the club sports captains and presidents to attend."
857,857_2,"Under her guidance we were able to most efficiently conquer the task at hand.""
"
1336,1336_1,"He capitalizes on their technical skills by recognizing and respecting their knowledge of AV and IT.""
"
794,794_2,"He is really good about recognizing our strengths and knowing what projects to give us.""
"
223,223_0,"""During my internship, I was able to train the new Student Event Coordinator as this is my last semester working as an SEC."
941,941_3,"I assisted in determining what the key objective of the program was so that we could determine who the correct points of contacts were within the administration.""
"
890,890_0,Nearly every day my mentor and I discussed different points of views on our website.
1291,1291_1,"However, after a couple of sessions, we noticed that many people were put off by the excessive amount of words on the board."
751,751_3,"In the end, we had the same goal, but there are often multiple ways to reach that goal."
223,223_1,It was such a great experience to teach him all the ropes and little tricks of being an SEC.
863,863_0,"""My supervisor developed a team of 6 people including me and another intern to make a new physical model for the project, but at the same time he still need to coordinated with the builder and client to check the progress of construction.""
"
721,721_1,"This includes groupthinking with other people and reaching a common goal based on shared ideas.""
"
1146,1146_1,I created google docs to combine our research and interviewing materials and any other materials we gathered throughout the process.
704,704_1,"I tried to encourage them to be truthful and open so we could really achieve the goal of telling their stories.""
"
661,661_0,"I was under intern co-op program where the program mentors encourage the interns on a bi-weekly basis to perform better and teach us what improvements can be done which would overall develop professionalism
"
751,751_0,"""It was a common occurrence that myself or one of my coworkers would run into a challenge in Revit, our drafting and modeling software (technically BIM software, or building information model)."
919,919_1,"I empowered them to push through and we ended up setting up the room in a very quick manor.""
"
668,668_0,I work with many different computer softwares as part of my internship.
1150,1150_1,"A couple of these orgs included CUSG, A bevy, and fike.""
"
826,826_0,My manager lead her team in discussions about hiring another intern for the next semester.
390,390_1,"Now, I feel comfortable delegating work and trusting my teammates, to the point where I am now taking on a large leadership role next semester as Assistant Program Director.""
"
751,751_4,I feel that I was able to keep our discussion productive and on track for our goal of solving the difficulty.
447,447_0,I film and post student feature videos weekly.
366,366_1,"It was important to be knowledgeable about the machines in order to teach the,""
"
617,617_1,My team captain had very good leadership skills who believed in the concept of 'lead by example'.
787,787_1,"To finish projects as efficiently as possible, projects are divided among the team based on their strengths."
695,695_0,"""In an effort to save power in the building, I proposed that one of my projects from last semester be considered to be used in order to minimize the time where computers are on and not doing anything."
826,826_2,My manager took everyone's opinions seriously and discussed each candidates merits.
37,37_0,"""Again, this takes me back to working on the workflows with the whole office."
265,265_0,"""During some of my group meetings with my mentees, I would get my mentees to talk about different ways they handle situations and provide each other with ways they can help each other achieve the same goal.""
"
351,351_2,"To advertise the tool, I explained the benefit that the tool would reduce the amount of analysis my team members would have to do offline."
372,372_0,"Helped others on developing maps.
"
234,234_0,"""During my internship, we would have meetings to discuss marketing ideas for upcoming campaigns."
181,181_0,"""[Mentor] was extremely proficient at capitalizing on the unique strengths of the team when approaching a new problem."
347,347_0,"""For my internship, I used leadership skills when I helped lead a meeting between two full-time members and another intern to go over my project and the next steps looking at the requirements of the task and draw out an agreed upon solution."
41,41_2,"Some of the donors who answered the phone were short and choppy, quickly cutting me off to say """"I'm not donating any money."""
503,503_0,I held lead new coworkers in production jobs.
1309,1309_1,"During this conversation, a wide range of viewpoints and opinions were shared in order to achieve an understanding of the problems at hand and ways to go about a greener lifestyle.""
"
352,352_1,we needed to install a new ice maker.
729,729_1,"If i could add and make a better suggestion I did so but never discredited their ideas.
"
65,65_2,"I have also presented at Clemson's FOCI and plan to present at a Southeastern Psychological Association conference this spring to communicate the findings of a study that my group implemented.""
"
16,16_0,"""A major objective of the company is to keep costs low, and reduce data clutter."
106,106_0,"""As the intern with the most experience in the lab, I was seen in a slightly higher position than some other student workers simply because I had the most experience when dealing with the printing press or other workplace problems."
740,740_0,"""In the office, all of the interns help out with tasks related to football weekends."
1308,1308_1,"He was respectful, yet made sure his visions were being met.""
"
1123,1123_0,"""This question does not apply to my internship, but a time that my supervisor did develop a team was during the hiring process."
568,568_0,I organized groups of students who are from universities abroad with student who are travelling there in the spring and students who have studied there in the past.
958,958_1,"With this grant in the planning stage of development, for many weeks the group was consistently aiming each week to progress in discussion about what metrics should be obtained on the forms, in what manner should they be gathered along with when should certain questions be asked."
75,75_1,"But, I was lucky to fall under incredible leadership."
421,421_0,"""I define leadership as an influence on the others around you."
355,355_2,I made sure everyone got a chance to give their different ideas and opinions on all the ideas stated.
1161,1161_3,"My supervisor, [mentor], did a terrific job of explaining her visions for the event and leading us to ensure that the event ran smoothly.""
"
482,482_2,"I feel like I have shared a common vision for the library with my instruction team and communicated that vision though our efforts.
"
891,891_1,"Some concepts you have to really explain so that employees can learn good troubleshooting habits, but some duties can be explained broadly."
485,485_2,"It ended up being a very successful day and enjoyed it greatly.""
"
139,139_5,I centered the dialogue around our mission statement and pushed for us to develop a revised vision statement that would help the organization move forward.
827,827_1,"He had to be clear so that we knew what to do.
"
715,715_0,"""In my role I have served as the head strategist for the Clemson Immersive Space, so I set goals for branding, operations, and outreach."
533,533_2,"Often products and projects assigned to our team required implementing Bluetooth capabilities, so we were required to work with electrical and software engineers outside of our group to help accomplish this goal.""
"
302,302_1,A few times it was my idea that was the solution
719,719_2,"This helped me become more confident.""
"
1176,1176_3,"[Mentor] was brilliant at parsing these tasks to the person who excelled at each part.""
"
290,290_2,"We also were able to promote safe sex, and overall well being.""
"
771,771_1,"For example, I lead an information session on group fitness classes for the orientation ambassadors."
1036,1036_2,"The team worked over time and for a few days with various people taking turns to help with the task at hand to get to the cause of the problem and ensure that no defective parts are sent out.""
"
692,692_0,"""In a meeting, I brought up a topic about a specific problem with a process and a possible solution that I had thought of."
73,73_3,C3 had these lunches called intern lunches and at each lunch somebody very important and high up in the company would talk to all the interns.
